fight_id,round,name,kd,sig_l,sig_a,sig_p,total_l,total_a,td_l,td_a,td_p,sub,rev,ctrl,head_l,head_a,body_l,body_a,leg_l,leg_a,distance_l,distance_a,clinch_l,clinch_a,ground_l,ground_a
0,1,Josh Emmett,0,10,28,35%,10,28,1,1,100%,0,0,0:05,6,23,3,4,1,1,10,26,0,1,0,1
0,1,Lerone Murphy,0,10,24,41%,11,26,0,0,---,0,0,0:00,5,16,3,5,2,3,10,24,0,0,0,0
0,2,Josh Emmett,0,2,8,25%,3,11,2,5,40%,0,0,1:50,1,7,0,0,1,1,2,6,0,1,0,1
0,2,Lerone Murphy,0,13,21,61%,26,35,0,0,---,0,0,0:06,2,7,6,9,5,5,9,17,4,4,0,0
0,3,Josh Emmett,0,5,25,20%,7,28,1,2,50%,0,0,1:01,3,19,2,4,0,2,5,22,0,2,0,1
0,3,Lerone Murphy,0,21,36,58%,33,50,0,0,---,0,0,0:00,11,24,3,4,7,8,16,31,5,5,0,0
0,4,Josh Emmett,0,13,38,34%,13,38,0,2,0%,0,0,0:28,9,34,1,1,3,3,12,37,1,1,0,0
0,4,Lerone Murphy,0,22,41,53%,26,46,0,0,---,0,0,0:00,9,22,4,7,9,12,22,41,0,0,0,0
0,5,Josh Emmett,0,11,44,25%,11,44,0,1,0%,0,0,0:15,10,41,0,2,1,1,11,42,0,2,0,0
0,5,Lerone Murphy,0,18,35,51%,21,38,0,0,---,0,0,0:00,10,21,1,5,7,9,18,35,0,0,0,0
1,1,Pat Sabatini,0,12,14,85%,22,28,2,2,100%,1,0,4:43,12,13,0,1,0,0,0,1,1,1,11,12
1,1,Joanderson Brito,0,1,1,100%,10,12,0,0,---,0,0,0:00,0,0,1,1,0,0,1,1,0,0,0,0
1,2,Pat Sabatini,0,6,8,75%,52,59,1,2,50%,0,0,4:34,4,6,2,2,0,0,1,3,0,0,5,5
1,2,Joanderson Brito,0,2,4,50%,13,24,0,0,---,0,0,0:00,2,3,0,0,0,1,2,4,0,0,0,0
1,3,Pat Sabatini,0,6,9,66%,61,71,1,1,100%,0,0,4:30,6,9,0,0,0,0,1,3,0,0,5,6
1,3,Joanderson Brito,0,0,4,0%,4,10,0,0,---,1,0,0:00,0,3,0,1,0,0,0,4,0,0,0,0
2,1,Cortavious Romious,0,5,11,45%,8,14,1,2,50%,0,1,1:11,3,9,1,1,1,1,5,11,0,0,0,0
2,1,ChangHo Lee,0,8,20,40%,61,99,1,2,50%,1,2,3:27,8,18,0,2,0,0,3,13,0,0,5,7
2,2,Cortavious Romious,0,6,13,46%,6,13,1,1,100%,0,0,0:57,4,10,0,1,2,2,6,13,0,0,0,0
2,2,ChangHo Lee,0,36,54,66%,55,80,1,2,50%,0,1,2:11,34,52,2,2,0,0,4,11,0,0,32,43
3,1,Brad Tavares,0,13,36,36%,14,37,0,0,---,0,0,0:00,10,30,2,5,1,1,13,36,0,0,0,0
3,1,Gerald Meerschaert,0,8,24,33%,8,24,0,2,0%,0,0,0:26,5,19,0,1,3,4,8,23,0,1,0,0
3,2,Brad Tavares,0,26,51,50%,26,51,0,0,---,0,0,0:01,15,38,7,9,4,4,24,48,2,3,0,0
3,2,Gerald Meerschaert,0,23,44,52%,23,45,0,1,0%,0,0,0:47,18,35,4,6,1,3,21,42,2,2,0,0
3,3,Brad Tavares,0,8,22,36%,16,30,0,0,---,0,0,0:00,4,17,3,4,1,1,8,21,0,1,0,0
3,3,Gerald Meerschaert,0,7,15,46%,20,28,0,5,0%,0,0,3:31,4,12,3,3,0,0,7,14,0,1,0,0
4,1,Ode Osbourne,0,5,19,26%,5,20,0,0,---,0,0,0:00,1,13,3,5,1,1,5,18,0,1,0,0
4,1,Luis Gurule,0,7,19,36%,21,33,1,3,33%,0,0,2:07,1,7,0,3,6,9,7,18,0,1,0,0
4,2,Ode Osbourne,1,13,24,54%,17,30,0,0,---,0,0,0:07,10,20,3,4,0,0,9,19,0,0,4,5
4,2,Luis Gurule,0,5,15,33%,5,16,0,1,0%,0,0,0:10,2,6,0,4,3,5,4,14,1,1,0,0
5,1,Torrez Finney,0,0,1,0%,7,16,5,8,62%,0,0,4:34,0,0,0,1,0,0,0,0,0,1,0,0
5,1,Robert Valentin,0,6,9,66%,15,22,0,0,---,0,0,0:00,6,8,0,1,0,0,0,2,4,5,2,2
5,2,Torrez Finney,0,4,4,100%,9,14,1,3,33%,0,0,4:24,2,2,2,2,0,0,1,1,0,0,3,3
5,2,Robert Valentin,0,3,6,50%,13,17,0,0,---,0,1,0:16,1,3,2,3,0,0,1,4,2,2,0,0
5,3,Torrez Finney,0,0,3,0%,1,5,2,6,33%,0,0,4:18,0,3,0,0,0,0,0,3,0,0,0,0
5,3,Robert Valentin,0,14,24,58%,65,87,0,0,---,0,0,0:00,11,21,2,2,1,1,4,13,6,7,4,4
6,1,Diana Belbita,0,20,69,28%,23,72,0,0,---,0,0,0:00,6,43,6,17,8,9,20,69,0,0,0,0
6,1,Dione Barbosa,0,27,50,54%,35,58,1,1,100%,1,0,0:58,23,46,2,2,2,2,25,48,2,2,0,0
7,1,Rhys McKee,3,43,111,38%,59,133,0,0,---,0,0,1:10,33,99,6,8,4,4,38,101,3,8,2,2
7,1,Daniel Frunza,0,43,117,36%,50,124,0,0,---,0,0,0:00,31,98,3,9,9,10,37,107,6,10,0,0
8,1,Loma Lookboonmee,0,15,47,31%,26,59,0,1,0%,0,0,0:00,3,23,6,15,6,9,15,47,0,0,0,0
8,1,Istela Nunes,0,22,37,59%,27,46,0,1,0%,0,0,1:09,2,11,5,6,15,20,21,35,1,1,0,1
8,2,Loma Lookboonmee,0,10,16,62%,23,37,1,2,50%,0,0,0:54,6,9,3,6,1,1,8,14,2,2,0,0
8,2,Istela Nunes,0,7,14,50%,14,22,0,0,---,0,0,1:34,1,7,4,5,2,2,5,12,2,2,0,0
8,3,Loma Lookboonmee,0,7,13,53%,62,74,2,2,100%,0,0,3:40,3,9,4,4,0,0,5,9,2,2,0,2
8,3,Istela Nunes,0,7,11,63%,10,14,0,0,---,0,0,0:32,4,8,2,2,1,1,7,11,0,0,0,0
9,1,Victor Henry,1,22,53,41%,50,87,1,1,100%,0,0,1:38,13,44,6,6,3,3,15,44,2,2,5,7
9,1,Pedro Falcao,0,20,43,46%,26,52,0,3,0%,0,0,0:36,12,34,3,4,5,5,20,43,0,0,0,0
9,2,Victor Henry,0,23,54,42%,38,70,0,0,---,0,2,0:56,9,35,11,16,3,3,19,47,4,7,0,0
9,2,Pedro Falcao,0,24,45,53%,28,50,3,5,60%,0,0,1:30,14,33,4,5,6,7,22,42,2,3,0,0
9,3,Victor Henry,0,28,44,63%,51,70,1,2,50%,0,1,1:36,22,36,4,5,2,3,23,36,3,5,2,3
9,3,Pedro Falcao,0,13,29,44%,15,31,1,5,20%,0,0,0:52,8,24,4,4,1,1,13,29,0,0,0,0
10,1,Martin Buday,0,17,39,43%,41,69,0,0,---,0,0,1:10,7,26,0,0,10,13,17,39,0,0,0,0
10,1,Uran Satybaldiev,0,14,51,27%,16,54,0,0,---,0,0,0:00,6,39,2,2,6,10,13,50,1,1,0,0
10,2,Martin Buday,0,28,44,63%,44,64,0,1,0%,0,0,1:24,13,26,2,3,13,15,22,35,6,9,0,0
10,2,Uran Satybaldiev,0,12,47,25%,13,49,0,0,---,0,0,0:00,8,43,1,1,3,3,12,47,0,0,0,0
10,3,Martin Buday,0,13,24,54%,57,78,0,0,---,0,0,2:32,9,20,1,1,3,3,10,19,3,5,0,0
10,3,Uran Satybaldiev,0,10,43,23%,16,51,0,2,0%,0,0,0:20,5,38,3,3,2,2,7,40,3,3,0,0
11,1,Vanessa Demopoulos,0,4,7,57%,7,10,0,0,---,0,0,0:02,4,7,0,0,0,0,4,7,0,0,0,0
11,1,Talita Alencar,0,9,17,52%,19,31,1,1,100%,1,0,4:25,7,15,1,1,1,1,3,11,1,1,5,5
11,2,Vanessa Demopoulos,0,6,20,30%,19,33,0,0,---,0,0,0:00,5,17,1,3,0,0,5,19,0,0,1,1
11,2,Talita Alencar,0,11,24,45%,40,55,1,1,100%,0,0,3:43,7,18,3,3,1,3,8,21,0,0,3,3
11,3,Vanessa Demopoulos,0,0,7,0%,8,20,0,0,---,0,0,0:00,0,7,0,0,0,0,0,7,0,0,0,0
11,3,Talita Alencar,0,25,34,73%,48,64,2,3,66%,0,0,4:30,25,34,0,0,0,0,2,7,0,0,23,27
12,1,Brandon Moreno,0,21,40,52%,21,40,0,0,---,0,0,0:00,14,33,6,6,1,1,21,40,0,0,0,0
12,1,Steve Erceg,0,25,68,36%,25,68,0,0,---,0,0,0:00,18,57,1,4,6,7,25,68,0,0,0,0
12,2,Brandon Moreno,0,21,46,45%,21,46,0,1,0%,0,0,0:00,14,37,1,3,6,6,20,45,1,1,0,0
12,2,Steve Erceg,0,27,48,56%,27,48,0,0,---,0,0,0:00,20,39,4,6,3,3,26,47,1,1,0,0
12,3,Brandon Moreno,0,10,24,41%,10,24,0,0,---,0,0,0:00,3,15,4,6,3,3,10,24,0,0,0,0
12,3,Steve Erceg,0,20,50,40%,20,50,0,0,---,0,0,0:00,16,42,1,3,3,5,20,50,0,0,0,0
12,4,Brandon Moreno,0,19,35,54%,21,37,0,3,0%,0,0,0:27,15,29,4,6,0,0,18,34,1,1,0,0
12,4,Steve Erceg,0,25,57,43%,26,58,0,0,---,0,0,0:00,19,49,4,6,2,2,25,57,0,0,0,0
12,5,Brandon Moreno,0,18,31,58%,22,35,1,1,100%,0,0,0:58,13,24,3,4,2,3,18,31,0,0,0,0
12,5,Steve Erceg,0,19,56,33%,21,58,0,0,---,0,0,0:00,17,50,1,5,1,1,19,56,0,0,0,0
13,1,Manuel Torres,1,23,25,92%,23,25,0,0,---,0,0,0:10,21,23,2,2,0,0,7,9,0,0,16,16
13,1,Drew Dober,0,3,9,33%,3,9,0,0,---,0,0,0:00,2,5,0,3,1,1,3,9,0,0,0,0
14,1,Edgar Chairez,0,8,27,29%,8,27,0,0,---,1,0,0:16,8,25,0,0,0,2,7,25,1,1,0,1
14,1,CJ Vergara,0,6,13,46%,6,13,0,0,---,0,0,0:00,1,2,0,3,5,8,6,13,0,0,0,0
15,1,Raul Rosas Jr.,0,11,18,61%,15,22,1,3,33%,0,0,3:33,6,12,4,4,1,2,7,14,0,0,4,4
15,1,Vince Morales,0,0,4,0%,8,12,1,1,100%,0,0,0:36,0,4,0,0,0,0,0,4,0,0,0,0
15,2,Raul Rosas Jr.,0,5,14,35%,6,15,2,3,66%,0,0,3:28,3,12,0,0,2,2,5,13,0,0,0,1
15,2,Vince Morales,0,11,17,64%,17,23,0,0,---,0,0,0:00,10,16,1,1,0,0,11,17,0,0,0,0
15,3,Raul Rosas Jr.,0,4,7,57%,5,9,1,2,50%,0,0,2:37,3,6,1,1,0,0,4,7,0,0,0,0
15,3,Vince Morales,0,6,10,60%,14,18,0,0,---,2,0,1:38,5,8,1,2,0,0,5,9,0,0,1,1
16,1,David Martinez,1,27,41,65%,28,42,0,1,0%,0,0,0:42,21,34,1,2,5,5,14,25,5,5,8,11
16,1,Saimon Oliveira,0,7,24,29%,7,24,0,0,---,0,0,0:00,3,17,3,4,1,3,7,23,0,1,0,0
17,1,Ronaldo Rodriguez,0,10,25,40%,10,25,1,3,33%,0,0,0:43,4,16,2,3,4,6,10,25,0,0,0,0
17,1,Kevin Borjas,1,17,31,54%,18,32,0,0,---,0,0,0:00,13,27,2,2,2,2,14,28,1,1,2,2
17,2,Ronaldo Rodriguez,0,17,42,40%,17,42,0,2,0%,0,0,0:14,7,30,3,4,7,8,16,41,1,1,0,0
17,2,Kevin Borjas,0,23,33,69%,23,33,0,0,---,0,0,0:00,20,30,2,2,1,1,22,31,1,2,0,0
17,3,Ronaldo Rodriguez,0,37,84,44%,37,84,0,0,---,0,0,0:00,20,64,6,9,11,11,37,83,0,1,0,0
17,3,Kevin Borjas,0,43,77,55%,43,77,0,0,---,0,0,0:00,39,72,2,3,2,2,42,76,1,1,0,0
18,1,Jose Daniel Medina,0,17,33,51%,17,33,0,0,---,0,0,0:00,6,21,6,7,5,5,17,33,0,0,0,0
18,1,Ateba Gautier,1,28,50,56%,28,50,0,0,---,0,0,0:00,24,43,3,6,1,1,26,48,2,2,0,0
19,1,Christian Rodriguez,0,11,14,78%,12,15,1,5,20%,1,0,2:07,3,5,8,9,0,0,2,3,9,11,0,0
19,1,Melquizael Costa,0,22,32,68%,63,73,0,1,0%,0,1,2:12,5,11,15,19,2,2,4,9,8,12,10,11
19,2,Christian Rodriguez,0,19,27,70%,24,33,1,4,25%,0,1,1:42,8,16,9,9,2,2,10,18,9,9,0,0
19,2,Melquizael Costa,0,26,40,65%,71,93,1,1,100%,1,1,2:24,21,32,2,4,3,4,3,11,7,8,16,21
19,3,Christian Rodriguez,0,34,57,59%,41,65,4,6,66%,0,0,2:59,25,48,6,6,3,3,17,32,8,11,9,14
19,3,Melquizael Costa,0,17,33,51%,25,42,0,0,---,0,1,0:17,13,29,2,2,2,2,12,27,2,3,3,3
20,1,Loopy Godinez,0,11,22,50%,26,38,2,2,100%,0,0,3:26,8,19,1,1,2,2,11,22,0,0,0,0
20,1,Julia Polastri,0,14,25,56%,24,36,0,0,---,0,0,0:00,4,11,5,9,5,5,13,20,0,0,1,5
20,2,Loopy Godinez,0,15,27,55%,26,41,2,3,66%,0,0,3:16,12,23,2,3,1,1,13,25,0,0,2,2
20,2,Julia Polastri,0,15,33,45%,25,47,0,0,---,0,0,0:00,7,21,3,7,5,5,11,26,0,0,4,7
20,3,Loopy Godinez,0,58,101,57%,62,105,1,6,16%,0,0,0:48,51,93,6,7,1,1,51,94,7,7,0,0
20,3,Julia Polastri,0,58,93,62%,68,103,0,0,---,0,0,0:19,47,80,6,7,5,6,54,89,4,4,0,0
21,1,Rafa Garcia,0,12,24,50%,19,33,1,2,50%,0,0,1:06,7,17,3,4,2,3,11,23,1,1,0,0
21,1,Vinc Pichel,0,13,38,34%,21,46,0,0,---,0,0,0:00,7,30,2,3,4,5,12,36,0,1,1,1
21,2,Rafa Garcia,0,21,49,42%,24,52,0,2,0%,0,0,0:23,16,44,4,4,1,1,21,49,0,0,0,0
21,2,Vinc Pichel,0,32,70,45%,32,70,0,1,0%,0,0,0:00,12,43,13,19,7,8,29,67,3,3,0,0
21,3,Rafa Garcia,0,31,47,65%,33,51,1,2,50%,0,0,0:46,26,41,5,6,0,0,27,42,3,4,1,1
21,3,Vinc Pichel,0,34,74,45%,35,75,0,2,0%,0,0,0:01,13,43,12,21,9,10,33,71,1,3,0,0
22,1,Jamall Emmers,2,33,54,61%,35,56,0,0,---,0,1,0:49,24,45,7,7,2,2,26,47,3,3,4,4
22,1,Gabriel Miranda,0,18,35,51%,20,37,2,4,50%,1,0,1:25,10,24,5,7,3,4,16,32,2,3,0,0
23,1,MarQuel Mederos,0,23,35,65%,23,35,0,0,---,0,0,0:00,9,19,4,4,10,12,21,33,2,2,0,0
23,1,Austin Hubbard,0,17,39,43%,19,41,0,3,0%,0,0,0:50,10,28,4,7,3,4,15,37,2,2,0,0
23,2,MarQuel Mederos,0,6,11,54%,6,11,0,1,0%,0,0,0:05,3,7,1,1,2,3,6,11,0,0,0,0
23,2,Austin Hubbard,0,3,9,33%,18,35,1,2,50%,1,0,4:12,2,8,1,1,0,0,2,8,1,1,0,0
23,3,MarQuel Mederos,0,15,22,68%,28,35,0,0,---,0,1,1:28,9,15,2,2,4,5,5,11,2,2,8,9
23,3,Austin Hubbard,0,6,17,35%,25,45,1,4,25%,0,0,2:32,4,15,1,1,1,1,5,15,0,0,1,2
24,1,Leon Edwards,0,20,29,68%,20,29,0,0,---,0,0,0:15,8,16,11,12,1,1,8,17,12,12,0,0
24,1,Sean Brady,0,19,39,48%,47,69,1,1,100%,0,0,0:54,10,27,6,6,3,6,13,33,6,6,0,0
24,2,Leon Edwards,0,0,0,---,0,0,0,0,---,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0
24,2,Sean Brady,0,19,22,86%,76,95,2,2,100%,0,0,4:57,18,21,1,1,0,0,0,1,0,0,19,21
24,3,Leon Edwards,0,3,4,75%,3,4,0,1,0%,0,0,0:00,2,3,0,0,1,1,3,4,0,0,0,0
24,3,Sean Brady,0,14,21,66%,86,113,1,2,50%,0,0,4:09,13,19,1,2,0,0,1,8,1,1,12,12
24,4,Leon Edwards,0,0,2,0%,0,2,0,0,---,0,0,0:00,0,2,0,0,0,0,0,2,0,0,0,0
24,4,Sean Brady,0,5,11,45%,12,18,1,2,50%,1,0,1:10,3,9,0,0,2,2,5,11,0,0,0,0
25,1,Jan Blachowicz,0,18,31,58%,18,31,0,0,---,0,0,0:00,3,11,1,4,14,16,18,31,0,0,0,0
25,1,Carlos Ulberg,0,15,32,46%,15,32,0,0,---,0,0,0:00,2,16,1,4,12,12,15,32,0,0,0,0
25,2,Jan Blachowicz,0,16,33,48%,16,33,0,0,---,0,0,0:00,6,16,2,8,8,9,16,33,0,0,0,0
25,2,Carlos Ulberg,0,29,60,48%,29,60,0,0,---,0,0,0:02,6,30,3,7,20,23,28,59,1,1,0,0
25,3,Jan Blachowicz,0,25,67,37%,25,67,0,1,0%,0,0,0:00,8,40,7,14,10,13,25,67,0,0,0,0
25,3,Carlos Ulberg,0,31,65,47%,31,65,0,1,0%,0,0,0:06,11,41,2,4,18,20,31,65,0,0,0,0
26,1,Gunnar Nelson,0,5,9,55%,13,20,1,1,100%,0,0,2:55,3,7,1,1,1,1,1,4,1,1,3,4
26,1,Kevin Holland,1,19,37,51%,31,51,0,1,0%,0,0,0:08,10,24,3,5,6,8,9,20,4,4,6,13
26,2,Gunnar Nelson,0,3,6,50%,7,11,1,5,20%,0,0,3:22,1,4,2,2,0,0,1,3,2,2,0,1
26,2,Kevin Holland,0,17,23,73%,73,82,0,0,---,0,0,0:29,9,15,6,6,2,2,3,7,6,7,8,9
26,3,Gunnar Nelson,0,7,9,77%,10,13,1,4,25%,1,0,3:12,6,8,1,1,0,0,0,0,4,5,3,4
26,3,Kevin Holland,0,19,29,65%,34,45,0,0,---,0,0,0:27,11,18,6,9,2,2,3,7,12,16,4,6
27,1,Molly McCann,0,9,21,42%,14,28,0,0,---,0,0,0:00,6,17,2,3,1,1,4,11,0,0,5,10
27,1,Alexia Thainara,0,11,21,52%,17,32,1,1,100%,2,0,3:24,7,13,1,2,3,6,6,14,0,0,5,7
28,1,Jordan Vucenic,0,1,3,33%,4,6,0,0,---,0,0,0:00,1,1,0,0,0,2,1,3,0,0,0,0
28,1,Chris Duncan,1,9,13,69%,16,21,1,1,100%,0,0,3:55,5,7,4,4,0,2,3,5,0,0,6,8
28,2,Jordan Vucenic,0,15,23,65%,18,26,1,2,50%,0,0,0:12,12,20,1,1,2,2,11,19,2,2,2,2
28,2,Chris Duncan,0,6,27,22%,8,29,3,4,75%,1,0,1:42,4,24,1,1,1,2,5,25,1,2,0,0
29,1,Nathaniel Wood,1,15,26,57%,31,42,0,0,---,0,0,0:51,9,17,1,1,5,8,8,15,0,0,7,11
29,1,Morgan Charriere,0,5,10,50%,30,39,0,0,---,0,1,2:40,2,5,0,0,3,5,3,6,0,0,2,4
29,2,Nathaniel Wood,0,35,51,68%,36,52,0,0,---,1,0,0:09,21,35,4,5,10,11,32,48,3,3,0,0
29,2,Morgan Charriere,0,18,38,47%,20,40,1,3,33%,0,0,0:44,9,28,8,8,1,2,16,36,2,2,0,0
29,3,Nathaniel Wood,0,22,42,52%,22,42,0,0,---,0,0,0:00,12,28,0,2,10,12,22,41,0,1,0,0
29,3,Morgan Charriere,0,19,46,41%,19,46,0,0,---,0,0,0:00,10,31,5,10,4,5,18,45,1,1,0,0
30,1,Jai Herbert,0,3,16,18%,17,30,0,0,---,0,0,0:00,0,9,1,5,2,2,3,16,0,0,0,0
30,1,Chris Padilla,0,9,24,37%,29,44,0,1,0%,0,0,0:51,3,11,1,2,5,11,9,24,0,0,0,0
30,2,Jai Herbert,0,7,42,16%,12,47,0,1,0%,0,0,0:01,4,33,0,5,3,4,7,41,0,1,0,0
30,2,Chris Padilla,0,13,32,40%,32,51,0,3,0%,0,0,1:34,6,17,3,4,4,11,11,30,2,2,0,0
30,3,Jai Herbert,0,28,64,43%,30,66,0,0,---,0,0,0:00,15,50,9,9,4,5,27,63,1,1,0,0
30,3,Chris Padilla,0,17,42,40%,27,52,0,2,0%,0,0,1:16,11,32,2,3,4,7,15,40,2,2,0,0
31,1,Lone'er Kavanagh,0,11,23,47%,11,23,0,0,---,0,0,0:39,1,12,2,3,8,8,10,19,1,4,0,0
31,1,Felipe dos Santos,0,15,32,46%,23,40,0,2,0%,0,0,0:43,3,12,5,12,7,8,13,30,2,2,0,0
31,2,Lone'er Kavanagh,0,29,51,56%,42,66,2,3,66%,0,0,3:36,25,45,3,4,1,2,5,20,1,1,23,30
31,2,Felipe dos Santos,0,25,36,69%,45,58,0,1,0%,0,0,0:13,18,27,3,4,4,5,8,16,2,2,15,18
31,3,Lone'er Kavanagh,0,18,23,78%,18,23,2,3,66%,0,0,2:18,11,14,6,8,1,1,14,17,1,1,3,5
31,3,Felipe dos Santos,0,11,36,30%,24,49,0,0,---,1,0,0:00,7,28,1,5,3,3,7,31,0,0,4,5
32,1,Marcin Tybura,0,21,56,37%,21,56,1,1,100%,0,0,0:19,4,34,15,20,2,2,21,56,0,0,0,0
32,1,Mick Parkin,0,23,45,51%,24,46,0,0,---,0,0,0:19,13,34,1,1,9,10,22,44,1,1,0,0
32,2,Marcin Tybura,0,7,20,35%,10,23,0,0,---,0,0,0:17,4,15,3,5,0,0,7,19,0,1,0,0
32,2,Mick Parkin,0,15,38,39%,41,69,1,1,100%,0,0,3:24,15,38,0,0,0,0,5,12,1,1,9,25
32,3,Marcin Tybura,0,33,79,41%,33,79,0,1,0%,0,0,0:25,20,61,11,15,2,3,32,76,1,3,0,0
32,3,Mick Parkin,0,22,62,35%,37,77,0,0,---,0,0,0:00,19,58,0,1,3,3,22,62,0,0,0,0
33,1,Christian Leroy Duncan,0,16,34,47%,44,62,0,2,0%,0,0,2:50,6,17,5,10,5,7,8,23,8,11,0,0
33,1,Andrey Pulyaev,0,4,11,36%,14,22,0,1,0%,0,0,0:26,1,8,2,2,1,1,3,10,1,1,0,0
33,2,Christian Leroy Duncan,0,28,57,49%,31,60,0,0,---,0,0,0:42,10,33,5,9,13,15,27,56,1,1,0,0
33,2,Andrey Pulyaev,0,12,36,33%,14,38,0,1,0%,0,0,0:09,6,28,4,5,2,3,11,34,1,2,0,0
33,3,Christian Leroy Duncan,0,29,50,58%,41,65,0,0,---,0,0,2:04,19,37,7,9,3,4,12,26,17,24,0,0
33,3,Andrey Pulyaev,0,2,8,25%,8,18,0,2,0%,0,0,1:14,1,7,1,1,0,0,0,4,2,4,0,0
34,1,Shauna Bannon,0,36,74,48%,43,81,0,0,---,0,0,0:37,6,20,20,39,10,15,35,71,1,3,0,0
34,1,Puja Tomar,0,23,50,46%,24,51,0,0,---,0,0,0:00,14,36,7,8,2,6,22,48,1,2,0,0
34,2,Shauna Bannon,0,16,30,53%,21,36,0,0,---,2,0,0:22,10,17,4,7,2,6,14,28,2,2,0,0
34,2,Puja Tomar,1,13,22,59%,14,23,0,0,---,0,0,1:07,8,15,3,4,2,3,5,12,1,2,7,8
35,1,Nathan Fletcher,0,15,38,39%,20,43,0,0,---,0,0,0:20,8,31,3,3,4,4,11,30,3,5,1,3
35,1,Caolan Loughran,0,12,36,33%,24,48,3,5,60%,0,0,2:06,9,27,2,6,1,3,11,35,1,1,0,0
35,2,Nathan Fletcher,0,20,26,76%,64,73,1,5,20%,0,0,3:31,18,23,2,3,0,0,3,6,17,20,0,0
35,2,Caolan Loughran,0,3,14,21%,14,26,0,1,0%,0,0,0:43,3,12,0,1,0,1,1,10,2,4,0,0
35,3,Nathan Fletcher,0,24,36,66%,30,42,0,2,0%,0,0,0:23,15,25,7,9,2,2,11,21,13,15,0,0
35,3,Caolan Loughran,0,15,34,44%,27,54,3,6,50%,0,0,3:09,10,28,5,6,0,0,12,30,3,4,0,0
36,1,Guram Kutateladze,0,7,21,33%,7,21,0,3,0%,0,0,0:05,3,14,3,5,1,2,5,18,2,3,0,0
36,1,Kaue Fernandes,0,26,50,52%,26,50,0,0,---,0,0,0:07,14,34,5,6,7,10,26,50,0,0,0,0
36,2,Guram Kutateladze,0,9,21,42%,10,22,0,2,0%,0,0,0:00,6,18,3,3,0,0,6,18,3,3,0,0
36,2,Kaue Fernandes,1,30,53,56%,30,53,1,1,100%,0,0,1:05,15,37,7,7,8,9,17,35,4,4,9,14
36,3,Guram Kutateladze,0,13,29,44%,19,38,0,0,---,0,0,0:00,7,19,4,7,2,3,12,28,1,1,0,0
36,3,Kaue Fernandes,1,23,46,50%,23,46,1,1,100%,0,0,0:31,11,32,4,6,8,8,19,42,1,1,3,3
37,1,Marvin Vettori,0,19,38,50%,19,38,0,0,---,0,0,0:00,8,26,2,2,9,10,19,38,0,0,0,0
37,1,Roman Dolidze,0,17,52,32%,17,52,0,0,---,0,0,0:00,9,40,2,2,6,10,17,52,0,0,0,0
37,2,Marvin Vettori,0,20,45,44%,20,45,0,0,---,0,0,0:00,12,36,0,0,8,9,20,45,0,0,0,0
37,2,Roman Dolidze,0,31,66,46%,31,66,0,0,---,0,0,0:00,18,50,2,3,11,13,31,66,0,0,0,0
37,3,Marvin Vettori,0,22,34,64%,22,34,0,0,---,0,0,0:00,16,26,3,4,3,4,22,34,0,0,0,0
37,3,Roman Dolidze,0,18,62,29%,18,63,0,1,0%,0,0,0:15,12,50,2,8,4,4,17,61,1,1,0,0
37,4,Marvin Vettori,0,21,43,48%,21,43,0,0,---,0,0,0:00,12,32,0,1,9,10,21,43,0,0,0,0
37,4,Roman Dolidze,0,37,71,52%,37,71,0,0,---,0,0,0:00,24,51,4,7,9,13,36,70,1,1,0,0
37,5,Marvin Vettori,0,29,60,48%,30,61,0,0,---,0,0,0:00,24,53,3,4,2,3,28,58,1,2,0,0
37,5,Roman Dolidze,0,38,87,43%,38,88,0,0,---,0,0,0:00,22,62,10,16,6,9,36,83,2,4,0,0
38,1,Chidi Njokuani,0,23,45,51%,23,46,0,0,---,0,0,0:02,3,12,13,23,7,10,22,44,1,1,0,0
38,1,Elizeu Zaleski dos Santos,0,9,25,36%,11,30,1,4,25%,0,0,1:14,3,13,0,2,6,10,5,20,4,5,0,0
38,2,Chidi Njokuani,1,23,42,54%,23,42,0,0,---,0,0,0:08,14,26,3,9,6,7,14,27,1,2,8,13
38,2,Elizeu Zaleski dos Santos,0,8,24,33%,8,24,0,1,0%,0,0,0:00,2,15,2,3,4,6,8,24,0,0,0,0
39,1,Alexander Hernandez,0,22,68,32%,24,70,1,1,100%,0,0,0:09,12,51,3,8,7,9,22,68,0,0,0,0
39,1,Kurt Holobaugh,0,26,75,34%,26,75,0,0,---,1,0,0:14,11,49,8,16,7,10,26,75,0,0,0,0
39,2,Alexander Hernandez,0,30,62,48%,37,75,1,1,100%,0,0,2:01,17,47,7,7,6,8,21,51,2,3,7,8
39,2,Kurt Holobaugh,0,38,78,48%,48,91,0,0,---,0,0,0:18,23,58,11,16,4,4,31,68,7,10,0,0
39,3,Alexander Hernandez,0,7,19,36%,26,41,2,3,66%,0,0,4:29,7,19,0,0,0,0,2,10,0,0,5,9
39,3,Kurt Holobaugh,0,7,18,38%,32,49,0,0,---,0,0,0:00,5,15,2,3,0,0,6,17,1,1,0,0
40,1,Da'Mon Blackshear,0,6,16,37%,9,21,0,0,---,2,0,1:11,5,14,1,2,0,0,5,15,1,1,0,0
40,1,Cody Gibson,0,30,43,69%,37,52,0,4,0%,0,0,2:13,16,27,9,11,5,5,21,30,9,13,0,0
