fight_id,fighter1,fighter2,result,bout,method,round,time,format,ref
6894,Brian Foster,Brock Larson,Brian Foster,Welterweight Bout,KO/TKO,2,3:25,3 Rnd (5-5-5),Yves Lavigne
6895,Caol Uno,Fabricio Camoes,Draw,Lightweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Mario Yamasaki
6896,George Sotiropoulos,Jason Dent,George Sotiropoulos,Lightweight Bout,Submission,2,4:36,3 Rnd (5-5-5),Yves Lavigne
6897,Randy Couture,Brandon Vera,Randy Couture,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
6898,Dan Hardy,Mike Swick,Dan Hardy,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Mulhall
6899,Michael Bisping,Denis Kang,Michael Bisping,Middleweight Bout,KO/TKO,2,4:24,3 Rnd (5-5-5),Dan Miragliotta
6900,Matt Brown,James Wilks,Matt Brown,Welterweight Bout,KO/TKO,3,2:27,3 Rnd (5-5-5),Leon Roberts
6901,Ross Pearson,Aaron Riley,Ross Pearson,Lightweight Bout,TKO - Doctor's Stoppage,2,4:38,3 Rnd (5-5-5),Marc Goddard
6902,John Hathaway,Paul Taylor,John Hathaway,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Mulhall
6903,Terry Etim,Shannon Gugerty,Terry Etim,Lightweight Bout,Submission,2,1:24,3 Rnd (5-5-5),Dan Miragliotta
6904,Nick Osipczak,Matthew Riddle,Nick Osipczak,Welterweight Bout,KO/TKO,3,3:53,3 Rnd (5-5-5),Marc Goddard
6905,Dennis Siver,Paul Kelly,Dennis Siver,Lightweight Bout,KO/TKO,2,2:53,3 Rnd (5-5-5),Dan Miragliotta
6906,Alexander Gustafsson,Jared Hamman,Alexander Gustafsson,Light Heavyweight Bout,KO/TKO,1,0:41,3 Rnd (5-5-5),Kevin Mulhall
6907,Andre Winner,Rolando Delgado,Andre Winner,Lightweight Bout,KO/TKO,1,3:22,3 Rnd (5-5-5),Leon Roberts
6908,Lyoto Machida,Mauricio Rua,Lyoto Machida,UFC Light Heavyweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean
6909,Cain Velasquez,Ben Rothwell,Cain Velasquez,Heavyweight Bout,KO/TKO,2,0:58,3 Rnd (5-5-5),Steve Mazzagatti
6910,Gleison Tibau,Josh Neer,Gleison Tibau,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal
6911,Joe Stevenson,Spencer Fisher,Joe Stevenson,Lightweight Bout,KO/TKO,2,4:03,3 Rnd (5-5-5),Herb Dean
6912,Anthony Johnson,Yoshiyuki Yoshida,Anthony Johnson,Welterweight Bout,KO/TKO,1,0:41,3 Rnd (5-5-5),Steve Mazzagatti
6913,Ryan Bader,Eric Schafer,Ryan Bader,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal
6914,Pat Barry,Antoni Hardonk,Pat Barry,Heavyweight Bout,KO/TKO,2,2:30,3 Rnd (5-5-5),Josh Rosenthal
6915,Chael Sonnen,Yushin Okami,Chael Sonnen,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti
6916,Jorge Rivera,Rob Kimmons,Jorge Rivera,Middleweight Bout,KO/TKO,3,1:53,3 Rnd (5-5-5),Jason Herzog
6917,Kyle Kingsbury,Razak Al-Hassan,Kyle Kingsbury,Light Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog
6918,Stefan Struve,Chase Gormley,Stefan Struve,Heavyweight Bout,Submission,1,4:04,3 Rnd (5-5-5),Jason Herzog
6919,Vitor Belfort,Rich Franklin,Vitor Belfort,Catch Weight Bout,KO/TKO,1,3:02,3 Rnd (5-5-5),Yves Lavigne
6920,Junior Dos Santos,Mirko Filipovic,Junior Dos Santos,Heavyweight Bout,KO/TKO,3,2:00,3 Rnd (5-5-5),Dan Miragliotta
6921,Paul Daley,Martin Kampmann,Paul Daley,Welterweight Bout,KO/TKO,1,2:31,3 Rnd (5-5-5),Yves Lavigne
6922,Josh Koscheck,Frank Trigg,Josh Koscheck,Welterweight Bout,KO/TKO,1,1:25,3 Rnd (5-5-5),Leon Roberts
6923,Tyson Griffin,Hermes Franca,Tyson Griffin,Lightweight Bout,KO/TKO,2,3:26,3 Rnd (5-5-5),Dan Miragliotta
6924,Efrain Escudero,Cole Miller,Efrain Escudero,Lightweight Bout,KO/TKO,1,3:36,3 Rnd (5-5-5),Yves Lavigne
6925,Tomasz Drwal,Drew McFedries,Tomasz Drwal,Middleweight Bout,Submission,2,1:03,3 Rnd (5-5-5),Leon Roberts
6926,Jim Miller,Steve Lopez,Jim Miller,Lightweight Bout,KO/TKO,2,0:48,3 Rnd (5-5-5),Don Turnage
6927,Nik Lentz,Rafaello Oliveira,Nik Lentz,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley
6928,Rick Story,Brian Foster,Rick Story,Welterweight Bout,Submission,2,1:09,3 Rnd (5-5-5),Dan Miragliotta
6929,Eliot Marshall,Jason Brilz,Eliot Marshall,Light Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Don Turnage
6930,Vladimir Matyushenko,Igor Pokrajac,Vladimir Matyushenko,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts
6931,Rafael Dos Anjos,Rob Emerson,Rafael Dos Anjos,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley
6932,Nate Diaz,Melvin Guillard,Nate Diaz,Lightweight Bout,Submission,2,2:13,3 Rnd (5-5-5),Herb Dean
6933,Gray Maynard,Roger Huerta,Gray Maynard,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta
6934,Carlos Condit,Jake Ellenberger,Carlos Condit,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Leon Roberts
6935,Nate Quarry,Tim Credeur,Nate Quarry,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
6936,Brian Stann,Steve Cantwell,Brian Stann,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Nix
6937,Mike Pyle,Chris Wilson,Mike Pyle,Welterweight Bout,Submission,3,2:15,3 Rnd (5-5-5),Dan Miragliotta
6938,CB Dollaway,Jay Silva,CB Dollaway,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts
6939,Jeremy Stephens,Justin Buchholz,Jeremy Stephens,Lightweight Bout,TKO - Doctor's Stoppage,1,3:23,3 Rnd (5-5-5),Kevin Nix
6940,Mike Pierce,Brock Larson,Mike Pierce,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Tom Jones
6941,Ryan Jensen,Steve Steinbeiss,Ryan Jensen,Middleweight Bout,Submission,1,3:56,3 Rnd (5-5-5),Gary Ritter
6942,Antonio Rodrigo Nogueira,Randy Couture,Antonio Rodrigo Nogueira,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki
6943,Thiago Silva,Keith Jardine,Thiago Silva,Light Heavyweight Bout,KO/TKO,1,1:35,3 Rnd (5-5-5),Herb Dean
6944,Jake Rosholt,Chris Leben,Jake Rosholt,Middleweight Bout,Submission,3,1:30,3 Rnd (5-5-5),Yves Lavigne
6945,Nate Marquardt,Demian Maia,Nate Marquardt,Middleweight Bout,KO/TKO,1,0:21,3 Rnd (5-5-5),Dave Hagen
6946,Brandon Vera,Krzysztof Soszynski,Brandon Vera,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
6947,Aaron Simpson,Ed Herman,Aaron Simpson,Middleweight Bout,KO/TKO,2,0:17,3 Rnd (5-5-5),Yves Lavigne
6948,Gabriel Gonzaga,Chris Tuchscherer,Gabriel Gonzaga,Heavyweight Bout,KO/TKO,1,2:27,3 Rnd (5-5-5),Dave Hagen
6949,Mike Russow,Justin McCully,Mike Russow,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
6950,Todd Duffee,Tim Hague,Todd Duffee,Heavyweight Bout,KO/TKO,1,0:07,3 Rnd (5-5-5),Mario Yamasaki
6951,Mark Munoz,Nick Catone,Mark Munoz,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Yves Lavigne
6952,Evan Dunham,Marcus Aurelio,Evan Dunham,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Shawn Gregory
6953,BJ Penn,Kenny Florian,BJ Penn,UFC Lightweight Title Bout,Submission,4,3:54,5 Rnd (5-5-5-5-5),Dan Miragliotta
6954,Anderson Silva,Forrest Griffin,Anderson Silva,Light Heavyweight Bout,KO/TKO,1,3:23,3 Rnd (5-5-5),Kevin Mulhall
6955,Aaron Riley,Shane Nelson,Aaron Riley,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Mulhall
6956,Johny Hendricks,Amir Sadollah,Johny Hendricks,Welterweight Bout,KO/TKO,1,0:29,3 Rnd (5-5-5),Dan Miragliotta
6957,Ricardo Almeida,Kendall Grove,Ricardo Almeida,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki
6958,Kurt Pellegrino,Josh Neer,Kurt Pellegrino,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta
6959,John Howard,Tamdan McCrory,John Howard,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki
6960,Alessio Sakara,Thales Leites,Alessio Sakara,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard
6961,Matthew Riddle,Dan Cramer,Matthew Riddle,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson
6962,George Sotiropoulos,George Roop,George Sotiropoulos,Lightweight Bout,Submission,2,1:59,3 Rnd (5-5-5),Marc Goddard
6963,Jesse Lennox,Danillo Villefort,Jesse Lennox,Welterweight Bout,TKO - Doctor's Stoppage,3,3:37,3 Rnd (5-5-5),Keith Peterson
6964,Jon Fitch,Paulo Thiago,Jon Fitch,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne
6965,Brock Lesnar,Frank Mir,Brock Lesnar,UFC Heavyweight Title Bout,KO/TKO,2,1:48,5 Rnd (5-5-5-5-5),Herb Dean
6966,Georges St-Pierre,Thiago Alves,Georges St-Pierre,UFC Welterweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Steve Mazzagatti
6967,Dan Henderson,Michael Bisping,Dan Henderson,Middleweight Bout,KO/TKO,2,3:20,3 Rnd (5-5-5),Mario Yamasaki
6968,Yoshihiro Akiyama,Alan Belcher,Yoshihiro Akiyama,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki
6969,Mark Coleman,Stephan Bonnar,Mark Coleman,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
6970,Jim Miller,Mac Danzig,Jim Miller,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti
6971,Jon Jones,Jake O'Brien,Jon Jones,Light Heavyweight Bout,Submission,2,2:43,3 Rnd (5-5-5),Yves Lavigne
6972,Dong Hyun Kim,TJ Grant,Dong Hyun Kim,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki
6973,Tom Lawlor,CB Dollaway,Tom Lawlor,Middleweight Bout,Submission,1,0:55,3 Rnd (5-5-5),Yves Lavigne
6974,Shannon Gugerty,Matt Grice,Shannon Gugerty,Lightweight Bout,Submission,1,2:36,3 Rnd (5-5-5),Herb Dean
6975,Diego Sanchez,Clay Guida,Diego Sanchez,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Josh Rosenthal
6976,James Wilks,DaMarques Johnson,James Wilks,Ultimate Fighter 9 Welterweight Tournament Title Bout,Submission,1,4:54,3 Rnd (5-5-5),Steve Mazzagatti
6977,Chris Lytle,Kevin Burns,Chris Lytle,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
6978,Ross Pearson,Andre Winner,Ross Pearson,Ultimate Fighter 9 Lightweight Tournament Title Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
6979,Joe Stevenson,Nate Diaz,Joe Stevenson,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti
6980,Melvin Guillard,Gleison Tibau,Melvin Guillard,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Josh Rosenthal
6981,Brad Blackburn,Edgar Garcia,Brad Blackburn,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Kim Winslow
6982,Tomasz Drwal,Mike Ciesnolevicz,Tomasz Drwal,Light Heavyweight Bout,KO/TKO,1,4:48,3 Rnd (5-5-5),Herb Dean
6983,Nick Osipczak,Frank Lester,Nick Osipczak,Welterweight Bout,Submission,1,3:40,3 Rnd (5-5-5),Kim Winslow
6984,Jason Dent,Cameron Dollar,Jason Dent,Lightweight Bout,Submission,1,4:46,3 Rnd (5-5-5),Josh Rosenthal
6985,Rich Franklin,Wanderlei Silva,Rich Franklin,Catch Weight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki
6986,Cain Velasquez,Cheick Kongo,Cain Velasquez,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta
6987,Mirko Filipovic,Mostapha Al-Turk,Mirko Filipovic,Heavyweight Bout,KO/TKO,1,3:06,3 Rnd (5-5-5),Dan Miragliotta
6988,Mike Swick,Ben Saunders,Mike Swick,Welterweight Bout,KO/TKO,2,3:47,3 Rnd (5-5-5),Leon Roberts
6989,Spencer Fisher,Caol Uno,Spencer Fisher,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki
6990,Dan Hardy,Marcus Davis,Dan Hardy,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard
6991,Terry Etim,Justin Buchholz,Terry Etim,Lightweight Bout,Submission,2,2:38,3 Rnd (5-5-5),Leon Roberts
6992,Dennis Siver,Dale Hartt,Dennis Siver,Lightweight Bout,Submission,1,3:23,3 Rnd (5-5-5),Marc Goddard
6993,Paul Taylor,Peter Sobotta,Paul Taylor,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts
6994,Paul Kelly,Rolando Delgado,Paul Kelly,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki
6995,Stefan Struve,Denis Stojnic,Stefan Struve,Heavyweight Bout,Submission,2,2:37,3 Rnd (5-5-5),Dan Miragliotta
6996,John Hathaway,Rick Story,John Hathaway,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
6997,Lyoto Machida,Rashad Evans,Lyoto Machida,UFC Light Heavyweight Title Bout,KO/TKO,2,3:57,5 Rnd (5-5-5-5-5),Mario Yamasaki
6998,Matt Hughes,Matt Serra,Matt Hughes,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti
6999,Drew McFedries,Xavier Foupa-Pokam,Drew McFedries,Middleweight Bout,KO/TKO,1,0:37,3 Rnd (5-5-5),Yves Lavigne
7000,Chael Sonnen,Dan Miller,Chael Sonnen,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne
7001,Frankie Edgar,Sean Sherk,Frankie Edgar,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
7002,Brock Larson,Mike Pyle,Brock Larson,Welterweight Bout,Submission,1,3:06,3 Rnd (5-5-5),Mario Yamasaki
7003,Tim Hague,Pat Barry,Tim Hague,Heavyweight Bout,Submission,1,1:42,3 Rnd (5-5-5),Steve Mazzagatti
7004,Kyle Bradley,Phillipe Nover,Kyle Bradley,Lightweight Bout,KO/TKO,1,1:03,3 Rnd (5-5-5),Yves Lavigne
7005,Krzysztof Soszynski,Andre Gusmao,Krzysztof Soszynski,Light Heavyweight Bout,KO/TKO,1,3:17,3 Rnd (5-5-5),Herb Dean
7006,Yoshiyuki Yoshida,Brandon Wolff,Yoshiyuki Yoshida,Welterweight Bout,Submission,1,2:24,3 Rnd (5-5-5),Steve Mazzagatti
7007,George Roop,David Kaplan,George Roop,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean
7008,Anderson Silva,Thales Leites,Anderson Silva,UFC Middleweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Yves Lavigne
7009,Sam Stout,Matt Wiman,Sam Stout,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta
7010,Mauricio Rua,Chuck Liddell,Mauricio Rua,Light Heavyweight Bout,KO/TKO,1,4:28,3 Rnd (5-5-5),Mario Yamasaki
7011,Krzysztof Soszynski,Brian Stann,Krzysztof Soszynski,Light Heavyweight Bout,Submission,1,3:53,3 Rnd (5-5-5),Dan Miragliotta
7012,Cheick Kongo,Antoni Hardonk,Cheick Kongo,Heavyweight Bout,KO/TKO,2,2:29,3 Rnd (5-5-5),Yves Lavigne
7013,Luiz Cane,Steve Cantwell,Luiz Cane,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki
7014,Denis Kang,Xavier Foupa-Pokam,Denis Kang,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Philippe Chartier
7015,Nate Quarry,Jason MacDonald,Nate Quarry,Middleweight Bout,KO/TKO,1,2:27,3 Rnd (5-5-5),Mario Yamasaki
7016,Ed Herman,David Loiseau,Ed Herman,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Philippe Chartier
7017,Mark Bocek,David Bielkheden,Mark Bocek,Lightweight Bout,Submission,1,4:57,3 Rnd (5-5-5),Dan Miragliotta
7018,TJ Grant,Ryo Chonan,TJ Grant,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Philippe Chartier
7019,Eliot Marshall,Vinny Magalhaes,Eliot Marshall,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne
7020,Martin Kampmann,Carlos Condit,Martin Kampmann,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean
7021,Ryan Bader,Carmelo Marrero,Ryan Bader,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta
7022,Tyson Griffin,Rafael Dos Anjos,Tyson Griffin,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki
7023,Cole Miller,Junie Browning,Cole Miller,Lightweight Bout,Submission,1,1:58,3 Rnd (5-5-5),Herb Dean
7024,Gleison Tibau,Jeremy Stephens,Gleison Tibau,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki
7025,Ricardo Almeida,Matt Horwich,Ricardo Almeida,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta
7026,Brock Larson,Jesse Sanders,Brock Larson,Welterweight Bout,Submission,1,2:01,3 Rnd (5-5-5),Herb Dean
7027,Tim Credeur,Nick Catone,Tim Credeur,Middleweight Bout,Submission,2,3:45,3 Rnd (5-5-5),Mario Yamasaki
7028,Jorge Rivera,Nissen Osterneck,Jorge Rivera,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta
7029,Rob Kimmons,Joe Vedepo,Rob Kimmons,Middleweight Bout,Submission,1,1:54,3 Rnd (5-5-5),Herb Dean
7030,Aaron Simpson,Tim McKenzie,Aaron Simpson,Middleweight Bout,KO/TKO,1,1:40,3 Rnd (5-5-5),Mario Yamasaki
7031,Quinton Jackson,Keith Jardine,Quinton Jackson,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne
7032,Shane Carwin,Gabriel Gonzaga,Shane Carwin,Heavyweight Bout,KO/TKO,1,1:09,3 Rnd (5-5-5),Dan Miragliotta
7033,Matt Brown,Pete Sell,Matt Brown,Welterweight Bout,KO/TKO,1,1:32,3 Rnd (5-5-5),Yves Lavigne
7034,Matt Hamill,Mark Munoz,Matt Hamill,Light Heavyweight Bout,KO/TKO,1,3:53,3 Rnd (5-5-5),Dan Miragliotta
7035,Gray Maynard,Jim Miller,Gray Maynard,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta
7036,Tamdan McCrory,Ryan Madigan,Tamdan McCrory,Welterweight Bout,KO/TKO,1,3:35,3 Rnd (5-5-5),Yves Lavigne
7037,Kendall Grove,Jason Day,Kendall Grove,Middleweight Bout,KO/TKO,1,1:32,3 Rnd (5-5-5),Rick Fike
7038,Jason Brilz,Tim Boetsch,Jason Brilz,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta
7039,Brandon Vera,Michael Patt,Brandon Vera,Light Heavyweight Bout,KO/TKO,2,1:27,3 Rnd (5-5-5),Yves Lavigne
7040,Shane Nelson,Aaron Riley,Shane Nelson,Lightweight Bout,KO/TKO,1,0:44,3 Rnd (5-5-5),Rick Fike
7041,Diego Sanchez,Joe Stevenson,Diego Sanchez,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta
7042,Dan Hardy,Rory Markham,Dan Hardy,Welterweight Bout,KO/TKO,1,1:09,3 Rnd (5-5-5),Kevin Mulhall
7043,Nate Marquardt,Wilson Gouveia,Nate Marquardt,Middleweight Bout,KO/TKO,3,3:10,3 Rnd (5-5-5),Leon Roberts
7044,Demian Maia,Chael Sonnen,Demian Maia,Middleweight Bout,Submission,1,2:37,3 Rnd (5-5-5),Dan Miragliotta
7045,Paulo Thiago,Josh Koscheck,Paulo Thiago,Welterweight Bout,KO/TKO,1,3:29,3 Rnd (5-5-5),Marc Goddard
7046,Terry Etim,Brian Cobb,Terry Etim,Lightweight Bout,KO/TKO,2,0:10,3 Rnd (5-5-5),Kevin Mulhall
7047,Junior Dos Santos,Stefan Struve,Junior Dos Santos,Heavyweight Bout,KO/TKO,1,0:54,3 Rnd (5-5-5),Dan Miragliotta
7048,Evan Dunham,Per Eklund,Evan Dunham,Lightweight Bout,KO/TKO,1,2:13,3 Rnd (5-5-5),Marc Goddard
7049,Mike Ciesnolevicz,Neil Grove,Mike Ciesnolevicz,Heavyweight Bout,Submission,1,1:03,3 Rnd (5-5-5),Leon Roberts
7050,Paul Kelly,Troy Mandaloniz,Paul Kelly,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Mulhall
7051,Joe Lauzon,Jeremy Stephens,Joe Lauzon,Lightweight Bout,Submission,2,4:43,3 Rnd (5-5-5),Troy Waugh
7052,Cain Velasquez,Denis Stojnic,Cain Velasquez,Heavyweight Bout,KO/TKO,2,2:34,3 Rnd (5-5-5),Jorge Ortiz
7053,Josh Neer,Mac Danzig,Josh Neer,Lightweight Bout,Submission,2,3:36,3 Rnd (5-5-5),Jorge Alonso
7054,Anthony Johnson,Luigi Fioravanti,Anthony Johnson,Welterweight Bout,KO/TKO,1,4:39,3 Rnd (5-5-5),Troy Waugh
7055,Kurt Pellegrino,Rob Emerson,Kurt Pellegrino,Lightweight Bout,Submission,2,3:14,3 Rnd (5-5-5),Jorge Ortiz
7056,Dan Miller,Jake Rosholt,Dan Miller,Middleweight Bout,Submission,1,1:03,3 Rnd (5-5-5),Jorge Alonso
7057,Matt Veach,Matt Grice,Matt Veach,Lightweight Bout,KO/TKO,1,4:34,3 Rnd (5-5-5),Troy Waugh
7058,Gleison Tibau,Rich Clementi,Gleison Tibau,Lightweight Bout,Submission,1,4:35,3 Rnd (5-5-5),Jorge Ortiz
7059,Nick Catone,Derek Downey,Nick Catone,Middleweight Bout,Submission,2,1:15,3 Rnd (5-5-5),Jorge Alonso
7060,Matthew Riddle,Steve Bruno,Matthew Riddle,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Troy Waugh
7061,Georges St-Pierre,BJ Penn,Georges St-Pierre,UFC Welterweight Title Bout,KO/TKO,4,5:00,5 Rnd (5-5-5-5-5),Herb Dean
7062,Lyoto Machida,Thiago Silva,Lyoto Machida,Light Heavyweight Bout,KO/TKO,1,4:59,3 Rnd (5-5-5),Yves Lavigne
7063,Jon Jones,Stephan Bonnar,Jon Jones,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti
7064,Karo Parisyan,Dong Hyun Kim,NC,Welterweight Bout,Overturned,3,5:00,3 Rnd (5-5-5),Josh Rosenthal
7065,Clay Guida,Nate Diaz,Clay Guida,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Yves Lavigne
7066,Jon Fitch,Akihiro Gono,Jon Fitch,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti
7067,Thiago Tavares,Manvel Gamburyan,Thiago Tavares,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal
7068,John Howard,Chris Wilson,John Howard,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean
7069,Jake O'Brien,Christian Wellisch,Jake O'Brien,Light Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Yves Lavigne
7070,Dan Cramer,Matt Arroyo,Dan Cramer,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti
7071,Dan Henderson,Rich Franklin,Dan Henderson,Light Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta
7072,Mauricio Rua,Mark Coleman,Mauricio Rua,Light Heavyweight Bout,KO/TKO,3,4:36,3 Rnd (5-5-5),Kevin Mulhall
7073,Rousimar Palhares,Jeremy Horn,Rousimar Palhares,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts
7074,Alan Belcher,Denis Kang,Alan Belcher,Middleweight Bout,Submission,2,4:36,3 Rnd (5-5-5),Dan Miragliotta
7075,Marcus Davis,Chris Lytle,Marcus Davis,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard
7076,John Hathaway,Tom Egan,John Hathaway,Welterweight Bout,KO/TKO,1,4:36,3 Rnd (5-5-5),Marc Goddard
7077,Martin Kampmann,Alexandre Barros,Martin Kampmann,Welterweight Bout,KO/TKO,2,3:09,3 Rnd (5-5-5),Kevin Mulhall
7078,Eric Schafer,Antonio Mendes,Eric Schafer,Light Heavyweight Bout,KO/TKO,1,3:35,3 Rnd (5-5-5),Dan Miragliotta
7079,Tomasz Drwal,Ivan Serati,Tomasz Drwal,Light Heavyweight Bout,KO/TKO,1,2:02,3 Rnd (5-5-5),Leon Roberts
7080,Dennis Siver,Nate Mohr,Dennis Siver,Lightweight Bout,KO/TKO,3,3:45,3 Rnd (5-5-5),Kevin Mulhall
7081,Rashad Evans,Forrest Griffin,Rashad Evans,UFC Light Heavyweight Title Bout,KO/TKO,3,2:46,5 Rnd (5-5-5-5-5),Steve Mazzagatti
