fight_id,fighter1,fighter2,result,bout,method,round,time,format,ref
0,Alexander Volkanovski,Diego Lopes,Alexander Volkanovski,UFC Featherweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard
1,Michael Chandler,Paddy Pimblett,Paddy Pimblett,Lightweight Bout,KO/TKO,3,3:07,5 Rnd (5-5-5-5-5),Kerry Hatley
2,Yair Rodriguez,Patricio Freire,Yair Rodriguez,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Andrew Glenn
3,Bryce Mitchell,Jean Silva,Jean Silva,Featherweight Bout,Submission,2,3:52,3 Rnd (5-5-5),Mike Beltran
4,Nikita Krylov,Dominick Reyes,Dominick Reyes,Light Heavyweight Bout,KO/TKO,1,2:24,3 Rnd (5-5-5),Marc Goddard
5,Dan Ige,Sean Woodson,Dan Ige,Featherweight Bout,KO/TKO,3,1:12,3 Rnd (5-5-5),Andrew Glenn
6,Yan Xiaonan,Virna Jandiroba,Virna Jandiroba,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran
7,Jim Miller,Chase Hooper,Chase Hooper,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley
8,Darren Elkins,Julian Erosa,Julian Erosa,Featherweight Bout,KO/TKO,1,4:15,3 Rnd (5-5-5),Mike Beltran
9,Sedriques Dumas,Michal Oleksiejczuk,Michal Oleksiejczuk,Middleweight Bout,KO/TKO,1,2:49,3 Rnd (5-5-5),Marc Goddard
10,Sumudaerji,Mitch Raposo,Sumudaerji,Flyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Andrew Glenn
11,Tresean Gore,Marco Tulio,Marco Tulio,Middleweight Bout,KO/TKO,2,3:16,3 Rnd (5-5-5),Marc Goddard
12,Nora Cornolle,Hailey Cowan,Nora Cornolle,Women's Bantamweight Bout,Submission,2,1:52,3 Rnd (5-5-5),Kerry Hatley
13,Josh Emmett,Lerone Murphy,Lerone Murphy,Featherweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog
14,Pat Sabatini,Joanderson Brito,Pat Sabatini,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson
15,Cortavious Romious,ChangHo Lee,ChangHo Lee,Bantamweight Bout,KO/TKO,2,3:48,3 Rnd (5-5-5),Chris Tognoni
16,Brad Tavares,Gerald Meerschaert,Brad Tavares,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran
17,Ode Osbourne,Luis Gurule,Ode Osbourne,Flyweight Bout,KO/TKO,2,1:54,3 Rnd (5-5-5),Jason Herzog
18,Torrez Finney,Robert Valentin,Torrez Finney,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Beltran
19,Diana Belbita,Dione Barbosa,Dione Barbosa,Women's Flyweight Bout,Submission,1,4:13,3 Rnd (5-5-5),Keith Peterson
20,Rhys McKee,Daniel Frunza,Rhys McKee,Welterweight Bout,TKO - Doctor's Stoppage,1,5:00,3 Rnd (5-5-5),Jason Herzog
21,Loma Lookboonmee,Istela Nunes,Loma Lookboonmee,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni
22,Victor Henry,Pedro Falcao,Victor Henry,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson
23,Martin Buday,Uran Satybaldiev,Martin Buday,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran
24,Vanessa Demopoulos,Talita Alencar,Talita Alencar,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni
25,Brandon Moreno,Steve Erceg,Brandon Moreno,Flyweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean
26,Manuel Torres,Drew Dober,Manuel Torres,Lightweight Bout,KO/TKO,1,1:45,3 Rnd (5-5-5),Mike Beltran
27,Edgar Chairez,CJ Vergara,Edgar Chairez,Flyweight Bout,Submission,1,2:30,3 Rnd (5-5-5),Marc Goddard
28,Raul Rosas Jr.,Vince Morales,Raul Rosas Jr.,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran
29,David Martinez,Saimon Oliveira,David Martinez,Bantamweight Bout,KO/TKO,1,4:38,3 Rnd (5-5-5),Marc Goddard
30,Ronaldo Rodriguez,Kevin Borjas,Kevin Borjas,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
31,Jose Daniel Medina,Ateba Gautier,Ateba Gautier,Middleweight Bout,KO/TKO,1,3:32,3 Rnd (5-5-5),Raul Porrata
32,Christian Rodriguez,Melquizael Costa,Melquizael Costa,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Fernando Salas Navarro
33,Loopy Godinez,Julia Polastri,Loopy Godinez,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Horacio Lopez Villanueva
34,Rafa Garcia,Vinc Pichel,Rafa Garcia,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Raul Porrata
35,Jamall Emmers,Gabriel Miranda,Jamall Emmers,Featherweight Bout,KO/TKO,1,4:06,3 Rnd (5-5-5),Fernando Salas Navarro
36,MarQuel Mederos,Austin Hubbard,MarQuel Mederos,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Horacio Lopez Villanueva
37,Leon Edwards,Sean Brady,Sean Brady,Welterweight Bout,Submission,4,1:39,5 Rnd (5-5-5-5-5),Jason Herzog
38,Jan Blachowicz,Carlos Ulberg,Carlos Ulberg,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
39,Gunnar Nelson,Kevin Holland,Kevin Holland,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi
40,Molly McCann,Alexia Thainara,Alexia Thainara,Women's Strawweight Bout,Submission,1,4:32,3 Rnd (5-5-5),Lukasz Bosacki
41,Jordan Vucenic,Chris Duncan,Chris Duncan,Lightweight Bout,Submission,2,3:42,3 Rnd (5-5-5),Jason Herzog
42,Nathaniel Wood,Morgan Charriere,Nathaniel Wood,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
43,Jai Herbert,Chris Padilla,Chris Padilla,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki
44,Lone'er Kavanagh,Felipe dos Santos,Lone'er Kavanagh,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi
45,Marcin Tybura,Mick Parkin,Marcin Tybura,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
46,Christian Leroy Duncan,Andrey Pulyaev,Christian Leroy Duncan,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog
47,Shauna Bannon,Puja Tomar,Shauna Bannon,Women's Strawweight Bout,Submission,2,3:22,3 Rnd (5-5-5),Lukasz Bosacki
48,Nathan Fletcher,Caolan Loughran,Caolan Loughran,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Daniel Movahedi
49,Guram Kutateladze,Kaue Fernandes,Kaue Fernandes,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog
50,Marvin Vettori,Roman Dolidze,Roman Dolidze,Middleweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean
51,Chidi Njokuani,Elizeu Zaleski dos Santos,Chidi Njokuani,Welterweight Bout,KO/TKO,2,2:19,3 Rnd (5-5-5),Mark Smith
52,Alexander Hernandez,Kurt Holobaugh,Alexander Hernandez,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley
53,Da'Mon Blackshear,Cody Gibson,Da'Mon Blackshear,Bantamweight Bout,Submission,2,4:09,3 Rnd (5-5-5),Chris Tognoni
54,Diyar Nurgozhay,Brendson Ribeiro,Brendson Ribeiro,Light Heavyweight Bout,Submission,2,1:28,3 Rnd (5-5-5),Herb Dean
55,SeungWoo Choi,Kevin Vallejos,Kevin Vallejos,Featherweight Bout,KO/TKO,1,3:09,3 Rnd (5-5-5),Kerry Hatley
56,Waldo Cortes-Acosta,Ryan Spann,Waldo Cortes-Acosta,Heavyweight Bout,KO/TKO,2,4:48,3 Rnd (5-5-5),Mark Smith
57,SuYoung You,AJ Cunningham,SuYoung You,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni
58,Carlos Vera,Josias Musasa,Carlos Vera,Bantamweight Bout,Submission,1,3:16,3 Rnd (5-5-5),Herb Dean
59,Stephanie Luciano,Sam Hughes,Sam Hughes,Women's Strawweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith
60,Daniel Barez,Andre Lima,Andre Lima,Flyweight Bout,Submission,3,3:05,3 Rnd (5-5-5),Kerry Hatley
61,Josiane Nunes,Priscila Cachoeira,Priscila Cachoeira,Women's Bantamweight Bout,KO/TKO,1,2:46,3 Rnd (5-5-5),Chris Tognoni
62,Yuneisy Duben,Carli Judice,Carli Judice,Women's Flyweight Bout,KO/TKO,1,1:40,3 Rnd (5-5-5),Mark Smith
63,Alex Pereira,Magomed Ankalaev,Magomed Ankalaev,UFC Light Heavyweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard
64,Justin Gaethje,Rafael Fiziev,Justin Gaethje,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog
65,Jalin Turner,Ignacio Bahamondes,Ignacio Bahamondes,Lightweight Bout,Submission,1,2:29,3 Rnd (5-5-5),Mark Smith
66,Amanda Lemos,Iasmin Lucindo,Amanda Lemos,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson
67,King Green,Mauricio Ruffy,Mauricio Ruffy,Lightweight Bout,KO/TKO,1,2:07,3 Rnd (5-5-5),Chris Tognoni
68,Joshua Van,Rei Tsuruya,Joshua Van,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog
69,Brunno Ferreira,Armen Petrosyan,Brunno Ferreira,Middleweight Bout,Submission,2,4:27,3 Rnd (5-5-5),Mark Smith
70,Alex Morono,Carlos Leal,Carlos Leal,Welterweight Bout,KO/TKO,1,4:16,3 Rnd (5-5-5),Keith Peterson
71,Mairon Santos,Francis Marshall,Mairon Santos,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni
72,Djorden Santos,Ozzy Diaz,Ozzy Diaz,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
73,Manel Kape,Asu Almabayev,Manel Kape,Flyweight Bout,KO/TKO,3,2:16,5 Rnd (5-5-5-5-5),Mike Beltran
74,Cody Brundage,Julian Marquez,Cody Brundage,Middleweight Bout,KO/TKO,1,4:45,3 Rnd (5-5-5),Mark Smith
75,Nasrat Haqparast,Esteban Ribovics,Nasrat Haqparast,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog
76,Hyder Amil,William Gomis,Hyder Amil,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni
77,Danny Barlow,Sam Patterson,Sam Patterson,Welterweight Bout,KO/TKO,1,3:10,3 Rnd (5-5-5),Mike Beltran
78,Austen Lane,Mario Pinto,Mario Pinto,Heavyweight Bout,KO/TKO,2,0:39,3 Rnd (5-5-5),Mark Smith
79,Ricardo Ramos,Chepe Mariscal,Chepe Mariscal,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog
80,Danny Silva,Lucas Almeida,Danny Silva,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Beltran
81,Andrea Lee,JJ Aldrich,JJ Aldrich,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni
82,Charles Johnson,Ramazan Temirov,Ramazan Temirov,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog
83,Henry Cejudo,Song Yadong,Song Yadong,Bantamweight Bout,Decision - Unanimous,3,5:00,5 Rnd (5-5-5-5-5),Jason Herzog
84,Brendan Allen,Anthony Hernandez,Anthony Hernandez,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran
85,Rob Font,Jean Matsumoto,Rob Font,Catch Weight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson
86,Jean Silva,Melsik Baghdasaryan,Jean Silva,Featherweight Bout,KO/TKO,1,4:15,3 Rnd (5-5-5),Kevin MacDonald
87,Alonzo Menifield,Julius Walker,Alonzo Menifield,Light Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog
88,Ion Cutelaba,Ibo Aslan,Ion Cutelaba,Light Heavyweight Bout,Submission,1,2:51,3 Rnd (5-5-5),Kevin MacDonald
89,Andre Fili,Melquizael Costa,Melquizael Costa,Featherweight Bout,Submission,1,4:30,3 Rnd (5-5-5),Jeff Hoiby
90,Mansur Abdul-Malik,Nick Klein,Mansur Abdul-Malik,Middleweight Bout,KO/TKO,2,3:24,3 Rnd (5-5-5),Jason Herzog
91,Ricky Simon,Javid Basharat,Ricky Simon,Bantamweight Bout,KO/TKO,1,3:58,3 Rnd (5-5-5),Mike Beltran
92,Nikolay Veretennikov,Austin Vanderford,Austin Vanderford,Catch Weight Bout,KO/TKO,2,4:13,3 Rnd (5-5-5),Kevin MacDonald
93,Nursulton Ruziboev,Eric McConico,Nursulton Ruziboev,Middleweight Bout,KO/TKO,2,0:33,3 Rnd (5-5-5),Keith Peterson
94,Modestas Bukauskas,Rafael Cerqueira,Modestas Bukauskas,Light Heavyweight Bout,KO/TKO,1,2:12,3 Rnd (5-5-5),Jeff Hoiby
95,Jared Cannonier,Gregory Rodrigues,Jared Cannonier,Middleweight Bout,KO/TKO,4,0:21,5 Rnd (5-5-5-5-5),Herb Dean
96,Calvin Kattar,Youssef Zalal,Youssef Zalal,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta
97,Edmen Shahbazyan,Dylan Budka,Edmen Shahbazyan,Middleweight Bout,KO/TKO,1,1:35,3 Rnd (5-5-5),Chris Tognoni
98,Ismael Bonfim,Nazim Sadykhov,Nazim Sadykhov,Lightweight Bout,TKO - Doctor's Stoppage,1,5:00,3 Rnd (5-5-5),Mark Smith
99,Rodolfo Vieira,Andre Petroski,Andre Petroski,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
100,Connor Matthews,Jose Delgado,Jose Delgado,Featherweight Bout,KO/TKO,1,2:58,3 Rnd (5-5-5),Dan Miragliotta
101,Angela Hill,Ketlen Souza,Angela Hill,Women's Strawweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith
102,Rafael Estevam,Jesus Aguilar,Rafael Estevam,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni
103,Gabriel Bonfim,Khaos Williams,Gabriel Bonfim,Welterweight Bout,Submission,2,4:58,3 Rnd (5-5-5),Herb Dean
104,Vince Morales,Elijah Smith,Elijah Smith,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith
105,Don'Tale Mayes,Valter Walker,Valter Walker,Heavyweight Bout,Submission,1,1:17,3 Rnd (5-5-5),Dan Miragliotta
106,Julia Avila,Jacqueline Cavalcanti,Jacqueline Cavalcanti,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni
107,Dricus Du Plessis,Sean Strickland,Dricus Du Plessis,UFC Middleweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard
108,Zhang Weili,Tatiana Suarez,Zhang Weili,UFC Women's Strawweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Mike Beltran
109,Justin Tafa,Tallison Teixeira,Tallison Teixeira,Heavyweight Bout,KO/TKO,1,0:35,3 Rnd (5-5-5),Rich Mitchell
110,Jimmy Crute,Rodolfo Bellato,Draw,Light Heavyweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Marc Goddard
111,Jake Matthews,Francisco Prado,Jake Matthews,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran
112,Jack Jenkins,Gabriel Santos,Gabriel Santos,Featherweight Bout,Submission,3,2:06,3 Rnd (5-5-5),Rich Mitchell
113,Tom Nolan,Viacheslav Borshchev,Tom Nolan,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
114,Wang Cong,Bruna Brasil,Wang Cong,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran
115,Colby Thicknesse,Aleksandre Topuria,Aleksandre Topuria,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jim Perdios
116,Rongzhu,Kody Steele,Rongzhu,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Perceval
117,Jonathan Micallef,Kevin Jousset,Jonathan Micallef,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rich Mitchell
118,Quillan Salkilld,Anshul Jubli,Quillan Salkilld,Lightweight Bout,KO/TKO,1,0:19,3 Rnd (5-5-5),Jim Perdios
119,Israel Adesanya,Nassourdine Imavov,Nassourdine Imavov,Middleweight Bout,KO/TKO,2,0:30,5 Rnd (5-5-5-5-5),Marc Goddard
120,Shara Magomedov,Michael Page,Michael Page,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog
121,Sergei Pavlovich,Jairzinho Rozenstruik,Sergei Pavlovich,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith
122,Said Nurmagomedov,Vinicius Oliveira,Vinicius Oliveira,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley
123,Fares Ziam,Mike Davis,Fares Ziam,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni
124,Muhammad Naimov,Kaan Ofli,Muhammad Naimov,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
125,Shamil Gaziev,Thomas Petersen,Shamil Gaziev,Heavyweight Bout,KO/TKO,1,3:12,3 Rnd (5-5-5),Jason Herzog
126,Terrance McKinney,Damir Hadzovic,Terrance McKinney,Lightweight Bout,KO/TKO,1,2:01,3 Rnd (5-5-5),Jason Herzog
127,Jasmine Jasudavicius,Mayra Bueno Silva,Jasmine Jasudavicius,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith
128,Bogdan Grad,Lucas Alexander,Bogdan Grad,Featherweight Bout,KO/TKO,2,4:22,3 Rnd (5-5-5),Kerry Hatley
129,Hamdy Abdelwahab,Jamal Pogues,Hamdy Abdelwahab,Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni
130,Islam Makhachev,Renato Moicano,Islam Makhachev,UFC Lightweight Title Bout,Submission,1,4:05,5 Rnd (5-5-5-5-5),Herb Dean
131,Merab Dvalishvili,Umar Nurmagomedov,Merab Dvalishvili,UFC Bantamweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog
132,Jiri Prochazka,Jamahal Hill,Jiri Prochazka,Light Heavyweight Bout,KO/TKO,3,3:01,3 Rnd (5-5-5),Mike Beltran
133,Jailton Almeida,Serghei Spivac,Jailton Almeida,Heavyweight Bout,KO/TKO,1,4:53,3 Rnd (5-5-5),Jason Herzog
134,Kevin Holland,Reinier de Ridder,Reinier de Ridder,Middleweight Bout,Submission,1,3:31,3 Rnd (5-5-5),Frank Trigg
135,Payton Talbott,Raoni Barcelos,Raoni Barcelos,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
136,Zachary Reese,Azamat Bekoev,Azamat Bekoev,Middleweight Bout,KO/TKO,1,3:04,3 Rnd (5-5-5),Blake Grice
137,Bogdan Guskov,Billy Elekana,Bogdan Guskov,Light Heavyweight Bout,Submission,2,3:33,3 Rnd (5-5-5),Mike Beltran
138,Grant Dawson,Diego Ferreira,Grant Dawson,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Frank Trigg
139,Karol Rosa,Ailin Perez,Ailin Perez,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran
140,Rinya Nakamura,Muin Gafurov,Muin Gafurov,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog
141,Ricky Turcios,Benardo Sopaj,Benardo Sopaj,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Frank Trigg
142,Tagir Ulanbekov,Clayton Carpenter,Tagir Ulanbekov,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Blake Grice
143,Mackenzie Dern,Amanda Ribas,Mackenzie Dern,Women's Strawweight Bout,Submission,3,4:56,5 Rnd (5-5-5-5-5),Mark Smith
144,Santiago Ponzinibbio,Carlston Harris,Santiago Ponzinibbio,Welterweight Bout,KO/TKO,3,3:13,3 Rnd (5-5-5),Kerry Hatley
145,Cesar Almeida,Abdul Razak Alhassan,Cesar Almeida,Middleweight Bout,KO/TKO,1,4:16,3 Rnd (5-5-5),Mike Beltran
146,Chris Curtis,Roman Kopylov,Roman Kopylov,Middleweight Bout,KO/TKO,3,4:59,3 Rnd (5-5-5),Mark Smith
147,Christian Rodriguez,Austin Bashi,Christian Rodriguez,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni
148,Punahele Soriano,Uros Medic,Punahele Soriano,Welterweight Bout,KO/TKO,1,0:31,3 Rnd (5-5-5),Mike Beltran
149,Jose Johnson,Felipe Bunes,Felipe Bunes,Flyweight Bout,Submission,1,2:04,3 Rnd (5-5-5),Kerry Hatley
150,Marco Tulio,Ihor Potieria,Marco Tulio,Middleweight Bout,KO/TKO,1,3:04,3 Rnd (5-5-5),Mark Smith
151,Thiago Moises,Trey Ogden,Thiago Moises,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni
152,Preston Parsons,Jacobe Smith,Jacobe Smith,Welterweight Bout,KO/TKO,1,1:13,3 Rnd (5-5-5),Mike Beltran
153,Ernesta Kareckaite,Nicolle Caliari,Ernesta Kareckaite,Women's Flyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Kerry Hatley
154,Magomed Gadzhiyasulov,Bruno Lopes,Bruno Lopes,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith
155,Fatima Kline,Viktoriia Dudakova,Fatima Kline,Women's Strawweight Bout,KO/TKO,2,4:27,3 Rnd (5-5-5),Chris Tognoni
156,Nurullo Aliev,Joe Solecki,Nurullo Aliev,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley
157,Colby Covington,Joaquin Buckley,Joaquin Buckley,Welterweight Bout,TKO - Doctor's Stoppage,3,4:42,5 Rnd (5-5-5-5-5),Dan Miragliotta
158,Cub Swanson,Billy Quarantillo,Cub Swanson,Featherweight Bout,KO/TKO,3,1:36,3 Rnd (5-5-5),Jason Herzog
159,Manel Kape,Bruno Silva,Manel Kape,Flyweight Bout,KO/TKO,3,1:57,3 Rnd (5-5-5),Keith Peterson
160,Vitor Petrino,Dustin Jacoby,Dustin Jacoby,Light Heavyweight Bout,KO/TKO,3,3:44,3 Rnd (5-5-5),Andrew Glenn
161,Adrian Yanez,Daniel Marcos,Daniel Marcos,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson
162,Navajo Stirling,Tuco Tokkos,Navajo Stirling,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta
163,Michael Johnson,Ottman Azaitar,Michael Johnson,Lightweight Bout,KO/TKO,2,2:03,3 Rnd (5-5-5),Jason Herzog
164,Joel Alvarez,Drakkar Klose,Joel Alvarez,Lightweight Bout,KO/TKO,1,2:48,3 Rnd (5-5-5),Dan Miragliotta
165,Sean Woodson,Fernando Padilla,Sean Woodson,Featherweight Bout,KO/TKO,1,4:58,3 Rnd (5-5-5),Andrew Glenn
166,Miles Johns,Felipe Lima,Felipe Lima,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog
167,Miranda Maverick,Jamey-Lyn Horth,Miranda Maverick,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Andrew Glenn
168,Davey Grant,Ramon Taveras,Davey Grant,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson
169,Josefine Knutsson,Piera Rodriguez,Piera Rodriguez,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog
170,Alexandre Pantoja,Kai Asakura,Alexandre Pantoja,UFC Flyweight Title Bout,Submission,2,2:05,5 Rnd (5-5-5-5-5),Jason Herzog
171,Shavkat Rakhmonov,Ian Machado Garry,Shavkat Rakhmonov,Welterweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard
172,Ciryl Gane,Alexander Volkov,Ciryl Gane,Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith
173,Bryce Mitchell,Kron Gracie,Bryce Mitchell,Featherweight Bout,KO/TKO,3,0:39,3 Rnd (5-5-5),Keith Peterson
174,Nate Landwehr,Dooho Choi,Dooho Choi,Featherweight Bout,KO/TKO,3,3:21,3 Rnd (5-5-5),Chris Tognoni
175,Dominick Reyes,Anthony Smith,Dominick Reyes,Light Heavyweight Bout,KO/TKO,2,4:46,3 Rnd (5-5-5),Marc Goddard
176,Vicente Luque,Themba Gorimbo,Vicente Luque,Welterweight Bout,Submission,1,0:52,3 Rnd (5-5-5),Mark Smith
177,Movsar Evloev,Aljamain Sterling,Movsar Evloev,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog
178,Randy Brown,Bryan Battle,Bryan Battle,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson
179,Chris Weidman,Eryk Anders,Eryk Anders,Catch Weight Bout,KO/TKO,2,4:51,3 Rnd (5-5-5),Mark Smith
180,Cody Durden,Joshua Van,Joshua Van,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni
181,Michael Chiesa,Max Griffin,Michael Chiesa,Welterweight Bout,Submission,3,1:56,3 Rnd (5-5-5),Marc Goddard
182,Clay Guida,Chase Hooper,Chase Hooper,Lightweight Bout,Submission,1,3:41,3 Rnd (5-5-5),Keith Peterson
183,Kennedy Nzechukwu,Lukasz Brzeski,Kennedy Nzechukwu,Heavyweight Bout,KO/TKO,1,4:51,3 Rnd (5-5-5),Chris Tognoni
184,Petr Yan,Deiveson Figueiredo,Petr Yan,Bantamweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Mike Beltran
